product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,dosage_use,side_effect
"1 box of NexGard Spectra to treat worms, scabies, dermatitis, ticks and lice (dogs 15 - 30kg; box of 3 tablets)",-35718,2022-03-03,2024-03-10,2028-12-19,150,accessory,"['https://salt.tikicdn.com/ts/product/e4/50/a5/78bbbe5e96c681135ebf7289527149ef.jpg', 'https://salt.tikicdn.com/ts/product/fc/b6/8b/9bc6b2945c9875eefa0bf7b5c6ee85e1.jpg', 'https://salt.tikicdn.com/ts/product/5c/da/94/bac1c0c000570403d1c7aed6a527f453.jpg']",bird,"Apply externally only, avoid contact with eyes.",Rare cases of mild headache have been noted.
"Spray Dog flea and tick treatment spray bottle for dogs Helps kill ticks, lice and fleas Made in Vemedim Vietnam",45467,2024-12-22,2024-02-19,2027-04-24,116,accessory,"['https://salt.tikicdn.com/ts/product/2b/68/10/be6777bf6c07d249b0bb519ee5bbfd94.jpg', 'https://salt.tikicdn.com/ts/product/d4/1e/62/44b8378e942ad33f7e152167153f950e.jpg', 'https://salt.tikicdn.com/ts/product/a1/03/b9/669689e11d83bb1e1a43fab71bd14ea3.jpg']",bird,"Apply externally only, avoid contact with eyes.",Slight redness or irritation may appear.
"Five-Alben100 Oral For Pet - Worm Remover for Fighting Chickens, Oral Birds, Pets (10ml)",72447,2024-09-18,2024-11-11,2028-11-06,216,accessory,"['https://salt.tikicdn.com/ts/product/eb/c1/17/8e9c349663243737371ea6858d00b7e5.jpg', 'https://salt.tikicdn.com/ts/product/f9/9f/42/8460ec0a787322ca49d5729171a64043.jpg', 'https://salt.tikicdn.com/ts/product/18/76/77/48289f296eb6fe9d7800aa532a4c1ea3.jpg']",dog,Use 1 capsule daily after meals.,Rare cases of mild headache have been noted.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",-54069,2022-06-09,2025-02-15,2028-02-14,92,accessory,"['https://salt.tikicdn.com/ts/product/c6/f5/fa/b63e27f668314e8d441a01ad41b356d9.png', 'https://salt.tikicdn.com/ts/product/71/fc/c0/58a80f9d6538042b9d3e6e8dc2b6d256.png', 'https://salt.tikicdn.com/ts/product/6c/e7/c0/e987fed2ac666d8b2410e3cd5cda622d.jpg']",rabbit,Use regularly for best results.,Temporary loss of appetite may occur.
"[40G] Five-Kill Fly I - Specialized in killing house flies, buffalo flies, green flies, fruit flies, gray flies, sewer flies, sand flies,...",-24390,2024-09-08,2025-11-24,2028-11-25,134,accessory,"['https://salt.tikicdn.com/ts/product/c0/ff/8c/b1b24d9700aa845858ce6a7dedc8a863.png', 'https://salt.tikicdn.com/ts/product/5f/c3/bf/01f19f4aface9783fb49870cdb4bd345.png', 'https://salt.tikicdn.com/ts/product/d1/86/96/9b0e5367c139eecf1c5ad287e814adbe.png']",cate,Use 1 capsule daily after meals.,Slight redness or irritation may appear.
"Hanvet Hantox Spray for Dogs, Cats, and Fleas (300ml)",9060,2023-05-18,2025-04-16,2027-04-22,130,accessory,"['https://salt.tikicdn.com/ts/product/e9/b0/9b/67ac7c997f454370348d18a665c8a719.png', 'https://salt.tikicdn.com/ts/product/59/f8/00/0b083a3c94d3763de6e9516fc8b520ac.png', 'https://salt.tikicdn.com/ts/product/91/67/d3/960331d2ea165f405abe554a92a356a0.png']",rabbit,"Administer 2 tablets per day, morning and evening.",Mild digestive upset in some cases.
"Nexgard - Demodex Tick, Flea, and Scabies Control Chewable Tablets for Dogs (1 Tablet)",90608,2024-11-11,2024-09-12,2028-06-27,124,accessory,"['https://salt.tikicdn.com/ts/product/3a/3c/2f/3115b6d65baaf720b6648b4931c6a649.jpg', 'https://salt.tikicdn.com/ts/product/2f/8d/2e/f17686d9a5b5c57686019e90796005a7.jpg']",rabbit,Take twice a day with a full glass of water.,Rare cases of mild headache have been noted.
"ETO MODEX Chewable Tablets |Kills Ticks, Fleas, and Demodex Scabies for Dogs",-25222,2024-03-10,2025-05-29,2027-03-22,101,accessory,['https://salt.tikicdn.com/media/catalog/product/b/r/bravecto1020.u5530.d20170807.t140852.26066.jpg'],rabbit,Spray directly onto the surface and let dry.,Slight redness or irritation may appear.
"FIVE-PENSTREP.LA - supports the treatment of ARTHRITIS, DERMATITIS, PNEUMONIA, STREPTROCOCACTIC, STAMPS, HEMORRHAGIA",53349,2024-12-22,2024-10-18,2027-04-28,123,accessory,"['https://salt.tikicdn.com/ts/product/8e/85/55/256ff961217289085c4871585b642359.jpg', 'https://salt.tikicdn.com/ts/product/11/27/54/3f23ca7865610a486a89f2565dad5980.jpg', 'https://salt.tikicdn.com/ts/product/47/5f/70/c8ca85d942bdd581ae4aa27b9577f5be.jpg']",bird,Use regularly for best results.,Temporary changes in stool consistency.
"Prevent defecation, repel dogs and cats Fay Repell-400ml",12041,2023-09-07,2025-02-16,2027-04-10,24,accessory,"['https://salt.tikicdn.com/ts/product/c9/00/ff/03719871b9e40653419413a040d4b315.jpg', 'https://salt.tikicdn.com/ts/product/a1/32/dc/e1969e9ec5bc9df293ede08efa77f0d0.jpg', 'https://salt.tikicdn.com/ts/product/dd/98/0d/abfd4f9d6cdf3b2c0a10131654c531c3.jpg']",rabbit,Take 30 minutes before meals.,Rare cases of mild headache have been noted.
"BRAVECTO kills scabies, ticks, and fleas (dogs 4.5-10kg)",-15040,2024-07-28,2025-07-11,2028-08-04,103,accessory,"['https://salt.tikicdn.com/ts/product/82/36/f7/556a326df0f3c98c8c975ef245ada2c5.png', 'https://salt.tikicdn.com/ts/product/dc/38/38/b021f9f5735d5defb161d7462cbbeb97.png', 'https://salt.tikicdn.com/ts/product/80/c3/24/30e8b3df82c2288cdab56e24d4d9f968.png']",bird,Add one scoop to drinking water daily.,Slight redness or irritation may appear.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet),-53627,2022-08-29,2024-11-11,2028-02-04,105,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantoxspray100ml.u5530.d20170804.t111820.366175.jpg'],cate,Massage into skin until fully absorbed.,Temporary loss of appetite may occur.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,82406,2023-10-27,2025-04-20,2027-05-14,182,accessory,"['https://salt.tikicdn.com/ts/product/30/d1/22/e2aa8c2c373b848433d3ef2f317acd54.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8dc5832fb5c822bb1ce3f3e65c669484.png', 'https://salt.tikicdn.com/ts/product/da/81/71/a3289ffe36cffb3d694abb610299d9a9.png']",rabbit,"Administer 2 tablets per day, morning and evening.",May cause slight dryness of the skin.
BOSSEN - [CAT Calcium] Calcium Delight for cat Calcium and Mineral Supplement for Cats - Box of 20 packs of 2.5ml,-36012,2022-04-07,2025-10-11,2026-02-13,85,accessory,"['https://salt.tikicdn.com/ts/product/fc/08/9a/1b6ce99e4954b7194cdee5266563a62f.jpg', 'https://salt.tikicdn.com/ts/product/fa/8b/b6/82235dabb68ce9be9442aaf06a833999.jpg', 'https://salt.tikicdn.com/ts/product/be/2e/32/c91921e68514483982f61157b0922d0d.jpg']",rabbit,Take one dose every 12 hours.,Slight redness or irritation may appear.
"1 box of NexGard Spectra to treat worms, scabies, dermatitis, ticks and lice (dogs 15 - 30kg; box of 3 tablets)",15796,2024-04-07,2024-03-04,2028-03-18,98,accessory,['https://salt.tikicdn.com/ts/product/8d/0d/84/c2edd454d3d2557cf1309465665e3fb8.png'],cate,Apply a thin layer to the affected area once daily.,Mild itching at the application site.
"BOSSEN - NOMECTO Chewable Tablets to Kill Tick, Flea, and Scabies DEMODEX for Dogs",6905,2022-12-31,2025-05-10,2027-05-14,52,accessory,"['https://salt.tikicdn.com/ts/product/6e/59/69/52ee109012fc52d6f3f4c01c579f0704.jpg', 'https://salt.tikicdn.com/ts/product/cb/b1/78/b4f87982d9b5d0a1f60c71ad26f8e533.jpg', 'https://salt.tikicdn.com/ts/product/4a/97/cf/924b04c952bbcae2731b52bf66cc129d.jpg']",bird,Take 30 minutes before meals.,Temporary stomach discomfort has been reported.
Respicure Vemedim - Treats Respiratory Infections for Dogs and Cats,-46456,2023-11-22,2024-07-30,2026-04-27,135,accessory,"['https://salt.tikicdn.com/ts/product/71/3c/8c/88af8b40612269745e51d4260796c580.jpg', 'https://salt.tikicdn.com/ts/product/81/a6/d5/15590f49b97d220270e054928622833f.jpg', 'https://salt.tikicdn.com/ts/product/81/a5/39/ab45ccdaf9e4912c05ff06e1754f3e9c.jpg']",rabbit,Take one dose every 12 hours.,Temporary stomach discomfort has been reported.
[60 tablets] Product helps reduce stress and behavioral disorders in pets KalmVet Vet Expert,-1150,2024-01-12,2025-01-27,2026-01-22,181,accessory,"['https://salt.tikicdn.com/ts/product/fc/08/9a/1b6ce99e4954b7194cdee5266563a62f.jpg', 'https://salt.tikicdn.com/ts/product/fa/8b/b6/82235dabb68ce9be9442aaf06a833999.jpg', 'https://salt.tikicdn.com/ts/product/be/2e/32/c91921e68514483982f61157b0922d0d.jpg']",bird,Use 1 capsule daily after meals.,May cause light dizziness when used in excess.
"Nexgard Spectra - Prevents and Kills Ticks, Fleas, Demodex Internal and External Parasites for Dogs",15874,2024-08-06,2025-10-07,2028-06-27,111,accessory,"['https://salt.tikicdn.com/ts/product/d0/d6/80/235e9e2288c212122ed603dc4c637688.jpg', 'https://salt.tikicdn.com/ts/product/ec/92/b2/1d02b4ffd33387addbbf5a371988dc88.jpg', 'https://salt.tikicdn.com/ts/product/53/5b/dc/26d1fbc887eb41d9a475006e9985e02d.jpg']",rabbit,"Apply externally only, avoid contact with eyes.",Mild drowsiness may occur during initial use.
"Merial Frontline Spray for Treating Fleas, Ticks, and Lice for Dogs and Cats (100ml)",-399492,2024-09-23,2024-08-12,2028-09-21,153,accessory,"['https://salt.tikicdn.com/ts/product/82/36/f7/556a326df0f3c98c8c975ef245ada2c5.png', 'https://salt.tikicdn.com/ts/product/dc/38/38/b021f9f5735d5defb161d7462cbbeb97.png', 'https://salt.tikicdn.com/ts/product/80/c3/24/30e8b3df82c2288cdab56e24d4d9f968.png']",dog,Take 30 minutes before meals.,Temporary loss of appetite may occur.
"[40G] Five-Kill Fly I - Specialized in killing house flies, buffalo flies, green flies, fruit flies, gray flies, sewer flies, sand flies,...",-53101,2024-01-23,2024-03-29,2028-02-04,199,accessory,"['https://salt.tikicdn.com/ts/product/3a/3c/2f/3115b6d65baaf720b6648b4931c6a649.jpg', 'https://salt.tikicdn.com/ts/product/2f/8d/2e/f17686d9a5b5c57686019e90796005a7.jpg']",bird,Spray directly onto the surface and let dry.,Temporary loss of appetite may occur.
Scabies medicine.OXYD zinc button mushroom for dogs and cats,-85070,2024-08-08,2025-12-01,2027-09-17,71,accessory,"['https://salt.tikicdn.com/ts/product/dc/84/e5/0ed162150a89ee07029d41080346a727.png', 'https://salt.tikicdn.com/ts/product/11/4c/4c/15bf449b4536c8806498d39a7a50f8c5.png', 'https://salt.tikicdn.com/ts/product/4e/f7/47/991ec783d7239d131fcda07c45c5a610.png']",bird,Add one scoop to drinking water daily.,Temporary changes in stool consistency.
Fronil Spot - Small tick and flea ticks for DOGS,70768,2024-01-16,2025-10-11,2026-06-19,172,accessory,"['https://salt.tikicdn.com/ts/product/eb/c1/17/8e9c349663243737371ea6858d00b7e5.jpg', 'https://salt.tikicdn.com/ts/product/f9/9f/42/8460ec0a787322ca49d5729171a64043.jpg', 'https://salt.tikicdn.com/ts/product/18/76/77/48289f296eb6fe9d7800aa532a4c1ea3.jpg']",cate,Take 30 minutes before meals.,Slight redness or irritation may appear.
"Dog and cat dermatitis spray bottle (Alkin, UK, 50ml)",-22913,2022-02-22,2025-08-16,2026-09-13,148,accessory,"['https://salt.tikicdn.com/ts/product/83/99/4b/44199aee651c66821bf4a4326f82c1ac.jpg', 'https://salt.tikicdn.com/ts/product/c3/af/1b/8c021b4ea3f648082fb1b6235d18f081.jpg', 'https://salt.tikicdn.com/ts/product/de/8b/61/9ff30ec9fe45f03f97e30ce697c47538.jpg']",bird,Take 30 minutes before meals.,Temporary stomach discomfort has been reported.
Imida Plus Vemedim - Removes Ticks and Fleas for Cats,120953,2023-10-28,2024-03-29,2028-08-22,25,accessory,"['https://salt.tikicdn.com/ts/product/48/a3/56/74d20ec17b4a193dab2314475871c755.jpg', 'https://salt.tikicdn.com/ts/product/9b/11/ef/841a7b2d6bb43ad794884131fe63b552.jpg', 'https://salt.tikicdn.com/ts/product/2f/22/51/6b2e94e4e404d7e764872531cab5719d.jpg']",bird,Spray directly onto the surface and let dry.,Temporary stomach discomfort has been reported.
SPREADLINE neck drops prevent ticks and fleas for Vemedim Cats,-32773,2024-08-21,2025-12-01,2027-04-03,105,accessory,"['https://salt.tikicdn.com/ts/product/c8/86/ad/9bfa33898e8e8a251f9c8d00e2256df8.jpg', 'https://salt.tikicdn.com/ts/product/ac/5d/4a/a606be36d300629cafaff212de658010.jpg']",bird,Use as directed by your veterinarian.,May cause slight dryness of the skin.
"Vemedim Cefalong tablets for dogs and cats with respiratory, urinary, and wound problems, 1 box of 10 tablets",108702,2023-10-28,2024-08-12,2026-03-16,113,accessory,"['https://salt.tikicdn.com/ts/product/3c/ef/18/6b7badd4fdbc4694df454fba5a304276.jpg', 'https://salt.tikicdn.com/ts/product/61/16/e1/56a50231b037451d0581cadffc1413f5.jpg', 'https://salt.tikicdn.com/ts/product/d8/ce/ec/dfa6ab9b6244c3ab1c7de1ff13b9ae39.jpeg']",dog,Apply a thin layer to the affected area once daily.,Rare cases of mild headache have been noted.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet),-36593,2023-10-27,2025-09-24,2028-10-06,177,accessory,"['https://salt.tikicdn.com/ts/product/45/c4/27/f6896a5cf9583cb939abaff18c107b92.jpg', 'https://salt.tikicdn.com/ts/product/1e/a9/f1/404eaf421c7efc12479cb41254d2b2f3.jpg', 'https://salt.tikicdn.com/ts/product/27/85/96/fc1a1179281a859f7112ae0293f7cf14.jpg']",dog,Use up to 3 times daily if needed.,Slight redness or irritation may appear.
FRONIL SPOT prevents and treats ticks and fleas on dogs (1 box x 5 ampoules),86226,2023-10-28,2025-11-29,2026-01-09,95,accessory,"['https://salt.tikicdn.com/ts/product/68/e2/29/68c92291482ccc739681ff579220341d.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/2ea9f7b32d087284a3e589bb12d83c12.jpg', 'https://salt.tikicdn.com/ts/product/c0/bf/f3/6c515c93960ca390cb7d8ace55a8334b.jpg']",dog,Spray directly onto the surface and let dry.,Slight redness or irritation may appear.
FUNGIKUR - Antifungal medicine for dogs and cats,-161245,2024-05-15,2025-01-27,2027-10-18,164,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantox-spray-100ml.u2409.d20171011.t074305.772080.jpg'],dog,Spray directly onto the surface and let dry.,Temporary fatigue during early use.
"Bio ProGard chewable tablets kill ticks, fleas, and scabies in dogs",49,2024-03-01,2024-07-22,2026-01-22,138,accessory,"['https://salt.tikicdn.com/ts/product/b1/d4/de/7046acdc1b4046866e007c313fa5cb28.jpg', 'https://salt.tikicdn.com/ts/product/e6/fe/b9/0fe9703350befbf320984f1188a5c1ad.jpg']",cate,Take twice a day with a full glass of water.,May cause slight dryness of the skin.
"BRAVECTO kills scabies, ticks, and dog fleas",31456,2023-03-28,2024-07-30,2026-12-24,162,accessory,"['https://salt.tikicdn.com/ts/product/fc/08/9a/1b6ce99e4954b7194cdee5266563a62f.jpg', 'https://salt.tikicdn.com/ts/product/fa/8b/b6/82235dabb68ce9be9442aaf06a833999.jpg', 'https://salt.tikicdn.com/ts/product/be/2e/32/c91921e68514483982f61157b0922d0d.jpg']",bird,Use as directed by your veterinarian.,May cause increased thirst.
Imida Plus Vemedim - Removes Ticks and Fleas for Cats,-32496,2023-03-12,2024-11-11,2028-09-21,142,accessory,"['https://salt.tikicdn.com/ts/product/39/3b/63/a2a0e3b240384833a26d3cba4d3b9240.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/48a3cda8322ede15c825e1e5b0940c15.jpg']",dog,"Apply externally only, avoid contact with eyes.",Slight redness or irritation may appear.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,83889,2024-01-23,2025-08-28,2028-12-22,159,accessory,"['https://salt.tikicdn.com/ts/product/28/b9/2e/06a1bbc9dddd01d7e1b6b1b37890f339.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/d8665d83789a11d52ae25efa6b797eb0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/ae2f614535b68c2f4ff181fd882d84be.png']",rabbit,Take twice a day with a full glass of water.,May cause increased thirst.
"Medicine for bathing or spraying to treat scabies, mites and lice on dogs Bayticol",12959,2022-12-01,2024-07-20,2028-08-04,205,accessory,"['https://salt.tikicdn.com/ts/product/d5/f2/2f/fc0cca1781130298af92fb8fc4f82ed0.jpg', 'https://salt.tikicdn.com/ts/product/dd/d0/53/aa32783cd8da0f67c97bb091aa0e1316.jpg', 'https://salt.tikicdn.com/ts/product/e4/d7/25/41292bae51df795654ab18d86f2340f9.jpg']",cate,Use 1 capsule daily after meals.,May cause increased thirst.
Bio Rantel Dewormer Tablets for Dogs and Cats,-464,2022-06-30,2024-12-27,2027-12-12,170,accessory,"['https://salt.tikicdn.com/ts/product/58/ea/07/91dc3a6f7926ec98a70b0fb44a31e86f.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/29136f50cd4394afb324f2283a0f1425.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/c60b0ed55688c08dc62d57119e541e5e.png']",cate,Take one dose every 12 hours.,May cause increased thirst.
"[40G] Five-Kill Fly I - Specialized in killing house flies, buffalo flies, green flies, fruit flies, gray flies, sewer flies, sand flies,...",141236,2023-03-28,2025-03-11,2026-09-13,160,accessory,"['https://salt.tikicdn.com/ts/product/68/e2/29/68c92291482ccc739681ff579220341d.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/2ea9f7b32d087284a3e589bb12d83c12.jpg', 'https://salt.tikicdn.com/ts/product/c0/bf/f3/6c515c93960ca390cb7d8ace55a8334b.jpg']",dog,Use up to 3 times daily if needed.,Occasional sneezing or nasal irritation.
Scabies medicine.OXYD zinc button mushroom for dogs and cats,-86739,2024-06-25,2025-11-24,2027-09-17,175,accessory,"['https://salt.tikicdn.com/ts/product/37/6c/49/27852db1f3c7971300483d303086b016.jpg', 'https://salt.tikicdn.com/ts/product/83/7d/2d/b04897e0f400373f0316d02baa2f0608.jpg', 'https://salt.tikicdn.com/ts/product/6f/3d/b8/ace47eb2333074f63ad6aa246cf4e09e.jpg']",bird,Take 30 minutes before meals.,May cause light dizziness when used in excess.
"Vemedim Flucozol Oral or Topical for Dogs and Cats, Ringworm, Respiratory Fungus - 30ml Bottle",20243,2023-10-28,2024-07-22,2028-06-13,119,accessory,"['https://salt.tikicdn.com/ts/product/85/07/a9/dca36edff76cb69bf6fca2e9dd16df65.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8958ca20702f5a3c90421718e8daefc0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/5eba389ad7a6ba4dbe925f22f9eae8a6.png']",bird,Use 1 capsule daily after meals.,Temporary loss of appetite may occur.
"Five-Tox 250 - KILLS Flies, Mosquitoes, Ants, Cockroaches, Ticks, Scabies, Lice",-14160,2022-06-30,2025-04-29,2027-05-14,141,accessory,"['https://salt.tikicdn.com/ts/product/a8/3a/48/dbc19d5d79d7c487bc0ad0d1fd57fa71.jpg', 'https://salt.tikicdn.com/ts/product/be/dd/b8/436f2b87065837fb598055bf997ff8f7.jpg']",bird,"Administer 2 tablets per day, morning and evening.",May cause light dizziness when used in excess.
Ear Drops to Reduce External Otitis for Dogs and Cats 10ml - Vemedim Ear drops,-62969,2022-09-10,2025-02-01,2028-08-04,142,accessory,"['https://salt.tikicdn.com/ts/product/fc/40/91/6e48e85f7664c69bfa00ffb50f043158.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/e82d5bc1711df198af0d2ed83d5f3491.png', 'https://salt.tikicdn.com/ts/product/da/81/71/94cac5656e1492bfdae3056b8582b08c.png']",bird,"Administer 2 tablets per day, morning and evening.",Temporary stomach discomfort has been reported.
"Hanvet Anti-Tick, Scabies and Lice Bathing Spray for Pets 100ml",-22118,2022-05-05,2025-10-13,2028-08-24,180,accessory,['https://salt.tikicdn.com/ts/product/8d/0d/84/c2edd454d3d2557cf1309465665e3fb8.png'],rabbit,"Administer 2 tablets per day, morning and evening.",Slight redness or irritation may appear.
Hairball Cure Cat Hairball Pepper Gel 40g,12962,2022-09-03,2025-07-06,2026-01-20,40,accessory,"['https://salt.tikicdn.com/ts/product/29/bc/c7/bdb156fe4836fd8d481591bb577667c4.jpg', 'https://salt.tikicdn.com/ts/product/4b/0f/22/b4ea23726a2222f921b4022cbe9b7845.jpg', 'https://salt.tikicdn.com/ts/product/6e/83/68/c7a868c15d213a5665c516e884cd5e6b.jpg']",cate,Take 30 minutes before meals.,May cause increased thirst.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",29736,2023-09-08,2025-12-01,2026-07-29,158,accessory,['https://salt.tikicdn.com/ts/product/68/bc/3e/654ec7be7abf41d09ee49b3379f86c1f.jpg'],cate,Take 30 minutes before meals.,Mild itching at the application site.
